Date,ETH paid,USD value of ETH paid,Payer,Beneficiary,Transaction hash
08 Jan 2024 08:22:11 GMT,0.93,2069.0361,0xc63bfc25b472707426d074acd2c52752aac50f30,0xc63bfc25b472707426d074acd2c52752aac50f30,0x31c41354a8989c3e85e6748d6d3df2d070fb6b998c15a2b51bdb71b85f5b1c57
08 Jan 2024 02:15:11 GMT,0.5,1103.054005,0x6d630265e749fc5d0c5e8fd8e1e34d508bd83010,0x6d630265e749fc5d0c5e8fd8e1e34d508bd83010,0x5cafeb76ee801e7c91f1a6df7aaf983ec76933ab7623282a06ee2502836d04e7
08 Jan 2024 01:13:47 GMT,0.12499529,275.0000059543207604,0x2550f9ff5387fcb222af38fafb7b2c00aeb9ab23,0x2550f9ff5387fcb222af38fafb7b2c00aeb9ab23,0xebec02b4f0c3f47db44684b33e92fd085979efaf3ba8c59032a7a28233a52c75
08 Jan 2024 00:59:11 GMT,0.0818151,180.000006297464076,0x8783f4fed7a6190f8455d4cfec0151c26ab850b0,0x8783f4fed7a6190f8455d4cfec0151c26ab850b0,0xc9de245d1a770877cb6691f106b4b9c34c2729683518271f5e9e180d47113cb4
07 Jan 2024 23:38:59 GMT,5.92,13154.4981227744,0xb4291d4be640b4cae3b644a22ae6d9e265a9c3f0,0xb4291d4be640b4cae3b644a22ae6d9e265a9c3f0,0xeeae08c17f448199934d3ae59f34b783d41365250ee65b9100b43af340ea281e
07 Jan 2024 20:19:11 GMT,0.48891314,1099.9999972919945778,0x70c557a2217a6ca8fba551cae053212a5be707bb,0x70c557a2217a6ca8fba551cae053212a5be707bb,0xb167442eeb4ee9058cfc5aa035dda26bc1d796e3503730075955df408b4f924f
07 Jan 2024 19:57:47 GMT,0.1,224.988838977,0x67c17a32483d946fe1fbc6508ffb841dc5746cca,0x67c17a32483d946fe1fbc6508ffb841dc5746cca,0xc67aee4daf239b4ef6c1a6da04282632bce157540d72739abf92482a0f740aa6
07 Jan 2024 16:09:59 GMT,5,11161.595704,0xd9da13de745bfa50ffaafd0a531b92f0511b72cf,0xd9da13de745bfa50ffaafd0a531b92f0511b72cf,0x5bbefb421f484d793c732383f5eec42df5ae656d5d75b168bffef7a27d950f07
07 Jan 2024 11:53:59 GMT,0.1,223.94536,0x0a00a0e889b9fdd57be58a467768d4208cc99639,0x0a00a0e889b9fdd57be58a467768d4208cc99639,0x7b09db125f70e5ecc415587bf4ee82344f0ce52ebff41a8424344f3cfe30714d
07 Jan 2024 11:31:59 GMT,0.5,1119.7268,0xc2f58667d603ff029bd3428d48bb3efd1970fc86,0xc2f58667d603ff029bd3428d48bb3efd1970fc86,0x91443fbe15691bd089fc0b29fb8144003c1e3a4cecb593b179a84427ad76e149
07 Jan 2024 05:01:35 GMT,1.22,2743.5702140582,0x510224d3249d7717aece719ef109c8d70a09315f,0x510224d3249d7717aece719ef109c8d70a09315f,0xf20b03753765b778408b55d946e05041b280044c4523b13bdc662576cd9602e6
07 Jan 2024 03:53:11 GMT,0.09,201.6558,0x048fef33688221360de644c2050a98930f4bbe4d,0x048fef33688221360de644c2050a98930f4bbe4d,0xda1453e163025a6ff6ae1bfd79ffc4231494cdda797ba0ac603bd20e1bf2e10c
07 Jan 2024 03:53:11 GMT,0.04,89.6248,0x01c5ae0f4f287af7f3c00c02c5c9f49a3c321fba,0x01c5ae0f4f287af7f3c00c02c5c9f49a3c321fba,0x5d99d154e5d08066283a38f89fd4924082c0c4adeedc113020daf1d93f3ff5f1
